coldata$id X3543.CF.1 X3543.CF.198 X3543.CF.221 X3543.CF.274 X3543.CF.249 X3543.CF.145 X3543.CF.294 X3543.CF.253 X3543.CF.201
ENSG00000236914 0 7 1 7 0 3 7 0 0
ENSG00000236915 0 0 1 0 0 0 6 0 2
ENSG00000236922 0 0 0 0 0 0 0 0 0
ENSG00000236928 1 0 2 0 0 0 2 4 0
ENSG00000236930 1 0 0 0 2 0 0 0 0
ENSG00000236935 0 0 4 0 1 1 0 1 0
ENSG00000236936 11 5 9 8 5 0 4 12 5
ENSG00000236940 0 0 1 0 0 0 4 0 0
ENSG00000236941 0 0 0 0 0 0 0 0 0
ENSG00000236942 0 1 0 1 0 0 0 0 2
ENSG00000236946 3 7 2 1 1 5 21 8 14
ENSG00000236948 0 0 0 0 0 0 0 0 0
ENSG00000236953 0 1 2 3 1 0 0 1 0
ENSG00000236956 0 0 0 0 0 0 0 0 0
ENSG00000236957 2 0 0 0 0 0 0 0 0
ENSG00000236963 0 0 4 0 0 0 0 0 0
ENSG00000236965 0 0 0 0 0 0 0 0 3
ENSG00000236968 7 0 3 0 0 0 0 0 0
ENSG00000236969 0 1 0 0 0 0 0 1 0
ENSG00000236972 0 0 0 0 2 0 0 2 0
ENSG00000236973 5 5 1 7 2 0 8 5 0
ENSG00000236976 1 0 0 1 1 0 1 0 0
ENSG00000236977 14 45 18 21 47 6 26 51 27
ENSG00000236980 0 0 0 0 0 0 0 0 0
ENSG00000236986 2 2 1 0 3 4 4 1 4
ENSG00000236990 0 0 0 0 1 3 0 0 0
ENSG00000236991 5 0 3 3 13 0 1 2 6
ENSG00000236992 19 23 10 32 19 3 4 27 11
ENSG00000236998 1 2 3 1 8 5 1 6 2
ENSG00000237001 0 1 0 5 0 0 0 0 0
ENSG00000237004 3 0 0 10 3 2 1 1 0
ENSG00000237007 0 1 2 0 1 0 2 2 0
ENSG00000237011 0 0 0 0 0 0 1 0 0
ENSG00000237017 2 13 3 2 6 12 5 15 9
ENSG00000237025 0 0 0 0 4 0 4 1 2
ENSG00000237027 0 0 1 0 0 0 0 1 0
ENSG00000237033 0 0 0 0 0 0 0 0 0
ENSG00000237036 8 4 1 5 4 2 8 15 16
ENSG00000237037 12 45 36 37 34 9 20 53 17
ENSG00000237041 0 2 0 0 2 0 0 3 0
ENSG00000237054 1 7 9 3 11 10 8 4 13
ENSG00000237062 0 0 0 0 1 0 0 0 0
ENSG00000237064 0 0 0 0 0 0 0 0 0
ENSG00000237065 32 39 29 19 30 13 46 40 17
ENSG00000237074 1 0 0 0 0 0 0 0 0
ENSG00000237080 2 2 0 0 9 0 4 1 3
ENSG00000237088 0 3 2 0 0 0 0 4 0
ENSG00000237090 1 0 0 0 0 0 0 0 0
ENSG00000237092 0 0 2 0 0 0 0 0 0
ENSG00000237094 223 167 282 73 210 23 146 325 153
ENSG00000237101 0 1 0 0 2 1 0 5 0
ENSG00000237115 0 1 0 1 0 0 2 6 0
ENSG00000237118 31 10 14 16 2 6 5 12 0
ENSG00000237119 0 0 2 0 0 0 0 0 0
ENSG00000237125 0 0 0 0 0 2 0 0 0
ENSG00000237126 3 5 11 0 10 0 5 20 9
ENSG00000237130 0 2 0 0 0 0 0 3 0
ENSG00000237133 0 0 1 0 4 0 2 0 1
ENSG00000237135 37 38 96 22 54 6 30 87 14
ENSG00000237149 1 4 6 1 3 1 0 4 0
ENSG00000237161 6 3 6 11 16 0 2 8 21
ENSG00000237162 0 4 0 0 0 0 0 0 0
ENSG00000237166 2 5 4 4 0 1 0 7 0
ENSG00000237169 3 0 0 0 0 0 0 0 0
ENSG00000237170 0 0 3 0 2 0 4 2 2
ENSG00000237172 14 32 15 9 35 29 25 33 30
ENSG00000237176 0 3 0 0 0 0 0 0 0
ENSG00000237178 0 0 0 0 0 0 0 2 0
ENSG00000237181 24 19 52 4 23 20 16 48 14
ENSG00000237186 1 0 1 1 0 0 0 0 1
ENSG00000237187 1 0 0 0 0 1 0 0 0
ENSG00000237188 61 50 30 62 15 35 48 26 18
ENSG00000237190 37 51 20 33 70 62 43 77 90
ENSG00000237205 0 0 1 0 0 0 1 0 0
ENSG00000237206 0 0 0 0 0 8 0 0 0
ENSG00000237207 0 0 2 0 0 0 0 0 0
ENSG00000237213 0 0 0 0 0 0 0 0 0
ENSG00000237214 1 5 2 1 1 0 1 5 3
ENSG00000237221 0 0 0 0 0 0 0 0 0
ENSG00000237222 1 0 0 0 0 0 0 0 0
ENSG00000237223 0 0 0 0 0 0 0 0 0
ENSG00000237224 0 0 0 1 1 0 1 5 0
ENSG00000237232 10 1 0 0 0 0 0 8 1
ENSG00000237238 0 0 0 0 1 0 0 2 0
ENSG00000237243 0 1 0 0 0 0 0 0 0
ENSG00000237248 14 38 43 15 58 18 86 29 48
ENSG00000237254 0 5 0 3 4 23 5 5 2
ENSG00000237256 0 0 0 0 0 0 0 0 0
ENSG00000237257 0 0 0 0 0 0 0 0 0
ENSG00000237260 0 0 0 4 0 0 0 5 0
ENSG00000237263 1 12 3 8 17 5 3 20 12
ENSG00000237264 335 196 322 278 216 62 99 300 98
ENSG00000237265 0 1 0 0 0 0 0 0 0
ENSG00000237272 26 20 15 7 31 10 27 30 15
ENSG00000237273 4 0 5 2 0 0 0 0 0
ENSG00000237276 3 0 1 2 0 0 1 0 0
ENSG00000237278 0 0 2 0 0 0 0 0 0
ENSG00000237280 0 3 0 0 12 1 2 0 1
ENSG00000237281 0 0 0 5 0 0 0 0 0
ENSG00000237285 1 0 0 0 0 0 0 0 0
ENSG00000237286 0 1 1 9 3 5 0 1 0
ENSG00000237289 2 0 0 0 0 0 0 0 0
ENSG00000237294 2 0 2 0 0 0 0 0 0
ENSG00000237296 640 1166 520 667 1131 475 1142 1206 706
ENSG00000237298 175 191 267 118 222 86 189 249 148
ENSG00000237300 0 2 0 0 1 0 0 0 0
ENSG00000237301 1 0 0 0 5 0 7 3 0
ENSG00000237307 3 1 0 3 4 1 5 4 9
ENSG00000237310 3 9 12 3 0 25 2 18 6
ENSG00000237311 3 0 5 0 1 0 0 0 0
ENSG00000237314 0 0 0 0 0 0 0 0 0
ENSG00000237317 0 2 1 0 2 0 2 3 0
ENSG00000237325 0 0 0 0 0 3 0 0 0
ENSG00000237328 1 2 0 0 9 0 1 0 1
ENSG00000237329 2 0 2 2 6 0 3 17 5
ENSG00000237331 0 0 0 0 0 0 0 0 0
ENSG00000237336 1 6 1 0 8 0 0 9 5
ENSG00000237343 0 0 3 0 2 0 0 0 0
ENSG00000237349 0 0 0 0 1 0 0 2 0
ENSG00000237350 47 45 65 96 119 17 35 128 52
ENSG00000237351 10 14 3 9 4 3 13 13 9
ENSG00000237352 2 5 2 0 5 1 6 4 0
ENSG00000237356 0 13 6 0 12 5 22 10 8
ENSG00000237357 0 3 0 2 1 0 1 6 0
ENSG00000237359 5 0 0 0 2 6 1 5 1
ENSG00000237361 0 1 0 0 0 1 0 0 0
ENSG00000237365 0 0 0 0 0 0 0 0 0
ENSG00000237372 0 0 0 2 0 0 0 0 0
ENSG00000237373 0 3 0 3 4 0 0 3 0
ENSG00000237382 0 0 0 0 1 0 0 0 1
ENSG00000237387 6 18 5 7 2 1 4 3 4
ENSG00000237390 0 0 0 0 0 0 0 0 0
ENSG00000237399 10 11 21 11 10 1 18 25 11
ENSG00000237400 2 3 3 0 0 0 2 1 1
ENSG00000237401 0 0 0 0 0 0 0 0 0
ENSG00000237406 0 0 0 0 0 0 0 0 0
ENSG00000237410 0 0 3 0 0 0 0 0 0
ENSG00000237415 5 16 8 19 10 3 9 16 6
ENSG00000237417 0 0 0 0 1 0 1 1 0
ENSG00000237419 6 1 0 0 1 3 0 7 0
ENSG00000237422 4 4 26 7 24 20 73 14 26
ENSG00000237424 8 10 24 28 37 25 29 35 43
ENSG00000237433 0 0 0 0 0 0 2 0 0
ENSG00000237434 0 0 0 0 0 0 0 0 0
ENSG00000237435 0 0 0 0 0 0 0 0 0
ENSG00000237436 0 0 0 0 0 0 0 3 0
ENSG00000237437 0 0 3 0 1 0 0 0 1
ENSG00000237438 5 3 0 0 0 2 9 4 2
ENSG00000237439 0 0 0 0 0 0 0 0 0
ENSG00000237440 35 115 87 68 128 121 176 107 148
ENSG00000237441 285 417 335 277 324 123 383 585 368
ENSG00000237444 0 0 0 0 0 0 0 0 0
ENSG00000237451 0 0 0 0 7 0 0 0 0
ENSG00000237456 4 1 2 1 2 0 1 1 1
ENSG00000237470 0 0 0 0 0 0 0 0 0
ENSG00000237471 0 2 5 5 1 6 9 0 4
ENSG00000237472 0 0 0 0 0 0 0 0 0
ENSG00000237473 1 0 0 0 1 0 1 3 0
ENSG00000237475 0 0 0 0 0 0 1 3 0
ENSG00000237476 22 18 10 2 20 3 7 14 36
ENSG00000237481 0 3 2 8 1 0 2 3 1
ENSG00000237483 7 2 5 0 12 0 4 11 7
ENSG00000237484 13 5 19 44 35 6 10 26 28
ENSG00000237489 3 33 5 12 10 5 23 13 23
ENSG00000237490 2 0 0 0 0 0 0 0 0
ENSG00000237491 27 66 66 31 97 16 92 92 78
ENSG00000237492 0 0 0 0 1 0 0 0 0
ENSG00000237493 0 7 7 13 3 0 5 5 0
ENSG00000237499 64 71 52 27 36 31 51 102 35
ENSG00000237505 0 3 3 2 1 2 3 0 0
ENSG00000237506 84 91 60 243 240 65 44 210 106
ENSG00000237510 0 1 1 2 0 5 11 7 0
ENSG00000237512 1 0 0 0 0 0 0 0 6
ENSG00000237513 63 103 33 33 54 20 52 94 39
ENSG00000237515 1 0 2 0 0 0 7 2 1
ENSG00000237517 0 0 1 0 0 0 0 0 0
ENSG00000237522 32 24 39 28 42 15 40 55 14
ENSG00000237523 0 0 0 0 0 0 0 0 0
ENSG00000237525 0 0 0 0 0 0 3 0 0
ENSG00000237529 8 5 5 0 1 0 0 4 1
ENSG00000237541 27 37 32 74 0 0 0 0 0
ENSG00000237542 0 0 0 0 0 0 2 0 0
ENSG00000237548 0 0 2 0 0 0 0 0 0
ENSG00000237549 2 0 0 0 0 0 0 0 0
ENSG00000237550 421 1204 773 914 1182 1290 842 833 1183
ENSG00000237551 0 4 1 0 0 0 0 0 0
ENSG00000237553 2 0 0 0 0 0 0 0 0
ENSG00000237568 0 0 0 0 2 0 0 0 0
ENSG00000237575 0 0 0 0 0 0 0 0 0
ENSG00000237576 4 1 1 0 1 3 4 0 0
ENSG00000237580 1 8 1 0 1 2 2 7 0
ENSG00000237584 2 0 5 0 2 0 2 1 4
ENSG00000237586 1 5 7 9 1 7 6 8 9
ENSG00000237590 0 0 0 0 0 2 0 0 0
ENSG00000237592 0 0 2 0 0 0 0 0 0
ENSG00000237593 12 0 10 4 10 0 5 5 9
ENSG00000237594 0 0 0 0 2 1 0 3 0
ENSG00000237595 0 0 0 0 0 0 0 0 0
ENSG00000237596 0 1 2 0 9 0 2 3 0
ENSG00000237604 4 21 0 5 13 1 0 4 3
ENSG00000237610 0 0 0 0 0 0 0 0 0
ENSG00000237624 4 0 0 4 0 1 2 3 6
ENSG00000237626 0 0 0 0 0 0 0 0 0
ENSG00000237628 0 0 0 0 0 0 2 0 0
ENSG00000237631 0 8 0 0 3 1 1 0 3
ENSG00000237633 0 0 4 1 10 0 1 7 3
ENSG00000237636 0 0 0 0 2 0 0 0 0
ENSG00000237637 7 7 2 0 10 0 4 11 1
ENSG00000237638 7 6 2 2 12 5 2 1 1
ENSG00000237641 0 0 1 4 0 5 1 2 4
ENSG00000237646 0 0 2 0 0 2 0 2 0
ENSG00000237649 43 37 8 50 98 46 29 159 18
ENSG00000237651 0 56 37 50 43 11 30 43 20
ENSG00000237666 0 0 0 0 0 0 1 0 0
ENSG00000237667 7 6 0 0 0 0 5 0 0
ENSG00000237668 5 3 1 7 3 0 1 5 0
ENSG00000237669 0 12 3 0 0 8 4 0 2
ENSG00000237672 0 0 0 0 0 0 2 3 0
ENSG00000237676 0 0 0 0 0 0 0 1 1
ENSG00000237679 0 1 0 0 7 0 12 1 6
ENSG00000237682 1 1 5 4 2 0 1 2 2
ENSG00000237686 5 6 6 0 0 0 2 2 0
ENSG00000237693 5 0 0 0 0 2 2 0 0
ENSG00000237702 0 8 1 0 22 1 2 5 15
ENSG00000237704 8 7 6 0 6 0 11 4 10
ENSG00000237705 1 0 5 4 3 0 4 2 0
ENSG00000237707 0 0 0 0 0 0 0 0 0
ENSG00000237708 0 0 0 0 0 0 0 0 0
ENSG00000237711 30 19 19 17 14 6 27 18 13
ENSG00000237716 0 0 0 0 0 0 0 0 0
ENSG00000237718 0 1 0 11 0 0 0 1 3
ENSG00000237719 8 32 23 13 18 1 13 28 23
ENSG00000237720 1 0 5 0 0 0 0 0 0
ENSG00000237729 20 15 9 25 23 5 7 24 21
ENSG00000237732 0 0 10 5 0 0 1 0 0
ENSG00000237734 0 0 0 0 0 0 0 0 0
ENSG00000237737 5 3 13 0 22 7 10 21 2
ENSG00000237748 2 0 0 0 2 0 3 5 2
ENSG00000237749 0 1 0 0 0 0 0 1 0
ENSG00000237753 3 19 14 12 34 20 21 69 45
ENSG00000237756 0 0 0 0 0 0 0 1 0
ENSG00000237757 1 6 10 0 2 0 5 2 2
ENSG00000237758 2 4 2 2 8 0 2 5 7
ENSG00000237765 135 204 153 61 146 110 144 226 185
ENSG00000237766 0 0 0 0 0 0 0 0 0
ENSG00000237772 11 8 6 11 13 6 4 24 7
ENSG00000237773 32 28 63 31 55 11 8 25 33
ENSG00000237774 0 4 1 0 0 0 1 2 0
ENSG00000237775 2 0 3 0 0 0 0 0 0
ENSG00000237781 0 0 1 0 0 0 0 0 0
ENSG00000237788 39 24 42 0 22 0 19 28 13
ENSG00000237798 0 1 1 0 1 0 0 2 1
ENSG00000237799 2 0 0 0 0 0 0 0 0
ENSG00000237801 0 0 0 0 0 0 0 0 0
ENSG00000237803 47 26 48 22 19 11 11 32 20
ENSG00000237804 0 0 0 4 3 0 0 5 6
ENSG00000237806 0 0 0 0 0 0 0 0 0
ENSG00000237807 0 0 0 0 0 0 0 0 0
ENSG00000237818 0 0 0 0 9 0 2 0 1
ENSG00000237819 0 0 0 0 0 0 0 0 0
ENSG00000237821 7 9 10 9 15 1 3 23 6
ENSG00000237824 0 0 1 0 0 0 0 1 0
ENSG00000237827 11 13 7 14 28 2 8 7 6
ENSG00000237828 4 9 4 9 3 5 2 15 3
ENSG00000237836 0 0 5 1 0 0 0 9 0
ENSG00000237837 0 0 0 0 0 0 0 0 0
ENSG00000237840 3 8 8 8 13 1 7 26 11
ENSG00000237842 5 7 1 5 3 4 7 2 3
ENSG00000237845 0 0 1 0 0 0 0 0 0
ENSG00000237846 3 0 2 8 5 1 1 10 2
ENSG00000237848 0 0 4 0 0 0 0 0 0
ENSG00000237849 0 0 0 0 0 0 0 0 22
ENSG00000237850 6 0 1 0 0 0 0 0 0
ENSG00000237851 0 0 0 1 0 0 0 0 0
ENSG00000237852 0 0 0 0 1 0 0 1 0
ENSG00000237854 8 0 7 14 2 1 2 6 3
ENSG00000237861 1 2 0 0 5 0 0 0 1
ENSG00000237868 0 0 0 0 0 0 2 0 0
ENSG00000237870 1 0 0 0 2 0 0 0 0
ENSG00000237872 4 7 13 0 4 0 5 11 9
ENSG00000237877 3 7 2 4 6 6 5 9 2
ENSG00000237879 1 0 2 0 0 0 1 0 10
ENSG00000237882 0 0 0 0 0 0 0 0 2
ENSG00000237883 9 11 7 6 11 0 8 7 15
ENSG00000237886 0 0 4 0 2 0 0 1 0
ENSG00000237892 24 12 13 11 12 13 11 10 1
ENSG00000237896 0 0 2 0 0 0 0 0 0
ENSG00000237903 0 0 2 0 1 0 1 3 0
ENSG00000237911 0 0 0 2 0 0 0 0 0
ENSG00000237914 0 3 3 5 10 0 9 6 11
ENSG00000237916 0 0 0 0 0 0 0 0 0
ENSG00000237917 3 0 0 3 0 0 1 2 0
ENSG00000237926 0 0 0 1 0 0 0 0 0
ENSG00000237927 1 0 4 5 1 0 0 5 6
ENSG00000237928 0 0 0 0 0 0 0 0 0
ENSG00000237938 5 3 1 0 0 0 0 1 0
ENSG00000237939 0 0 0 0 0 0 0 3 0
ENSG00000237940 6 7 3 2 3 6 10 2 2
ENSG00000237941 2 2 0 0 0 0 0 0 0
ENSG00000237943 19 107 28 58 146 35 68 138 136
ENSG00000237945 56 128 83 154 401 160 192 358 99
ENSG00000237949 0 0 0 0 0 2 0 0 0
ENSG00000237950 3 24 5 11 19 3 17 4 5
ENSG00000237951 0 0 2 0 2 0 0 0 0
ENSG00000237964 0 0 0 0 0 2 0 0 0
ENSG00000237971 0 0 0 0 5 9 2 0 0
ENSG00000237972 3 8 4 3 1 9 4 10 3
ENSG00000237973 436 561 529 477 652 179 308 845 499
ENSG00000237975 3 0 1 1 0 0 0 0 1
ENSG00000237976 2 3 4 0 4 0 8 4 2
ENSG00000237977 10 1 1 3 6 0 0 6 5
ENSG00000237978 0 0 3 0 0 0 1 3 0
ENSG00000237979 0 0 0 0 0 0 0 0 0
ENSG00000237980 0 0 1 7 4 0 3 7 0
ENSG00000237982 0 1 0 0 0 0 0 0 0
ENSG00000237984 130 68 106 90 108 26 61 196 76
ENSG00000237986 0 0 0 0 0 0 1 2 0
ENSG00000237989 11 9 3 4 3 9 7 8 12
ENSG00000237990 0 0 0 2 1 0 0 0 0
ENSG00000237993 4 5 0 3 1 0 2 0 5
ENSG00000238000 0 0 0 3 14 0 2 6 0
ENSG00000238002 0 0 0 0 0 8 0 0 0
ENSG00000238003 0 0 0 0 2 0 0 0 0
ENSG00000238005 12 13 8 3 4 1 6 6 17
ENSG00000238008 0 0 0 0 0 0 0 0 0
ENSG00000238009 9 12 16 17 21 0 9 18 7
ENSG00000238015 0 0 0 0 0 0 12 3 0
ENSG00000238018 0 0 0 0 0 0 0 0 1
ENSG00000238021 0 0 0 0 0 0 0 0 0
ENSG00000238025 19 60 33 18 78 23 157 48 46
ENSG00000238035 55 63 116 40 24 12 119 180 98
ENSG00000238039 1 0 0 0 0 0 1 12 5
ENSG00000238040 0 0 0 0 0 0 0 0 2
ENSG00000238042 1 0 0 0 6 0 1 2 6
ENSG00000238045 9 5 2 0 3 3 10 32 14
ENSG00000238055 0 0 0 0 0 0 0 6 0
ENSG00000238057 294 382 179 102 173 39 192 197 176
ENSG00000238058 0 1 3 0 3 4 0 3 0
ENSG00000238061 2 1 2 8 1 6 10 8 11
ENSG00000238062 0 0 0 2 4 3 0 13 1
ENSG00000238063 0 0 0 0 0 0 0 0 0
ENSG00000238072 1 0 0 5 1 0 0 0 0
ENSG00000238078 0 0 4 4 0 0 0 2 1
ENSG00000238082 0 1 0 0 0 0 0 1 0
ENSG00000238083 288 972 384 178 452 287 562 1190 855
ENSG00000238084 0 0 0 2 0 0 1 0 1
ENSG00000238085 0 1 0 1 0 0 0 0 0
ENSG00000238086 23 50 40 6 39 6 25 51 24
ENSG00000238090 1 0 3 0 0 2 0 0 2
ENSG00000238094 0 0 0 0 0 0 7 0 0
ENSG00000238097 0 0 0 0 0 2 0 0 0
ENSG00000238098 0 4 1 2 5 0 0 1 0
ENSG00000238099 0 0 1 0 0 0 3 0 0
ENSG00000238103 27 122 55 112 104 19 33 57 74
ENSG00000238105 29 67 13 28 56 19 88 89 38
ENSG00000238107 1 0 0 0 1 0 0 3 0
ENSG00000238109 7 16 9 0 5 4 4 17 7
ENSG00000238110 0 0 0 0 4 0 0 0 0
ENSG00000238111 0 3 2 0 0 4 1 0 1
ENSG00000238113 99 133 200 115 175 24 116 204 131
ENSG00000238118 0 0 0 0 0 0 0 0 0
ENSG00000238121 7 37 14 35 66 18 75 101 30
ENSG00000238122 0 0 0 0 0 0 0 3 14
ENSG00000238125 0 0 0 0 0 0 0 0 0
ENSG00000238132 2 4 0 4 1 0 2 2 1
ENSG00000238133 1 4 3 6 2 3 0 4 5
ENSG00000238137 0 0 1 0 0 0 0 0 0
ENSG00000238140 1 5 0 5 0 0 3 3 0
ENSG00000238142 9 5 3 23 15 3 6 25 6
ENSG00000238149 0 0 0 0 1 0 0 0 0
ENSG00000238150 0 0 0 0 0 0 0 0 0
ENSG00000238151 0 0 0 0 0 0 0 0 2
ENSG00000238152 0 0 0 0 0 0 0 0 0
ENSG00000238160 3 6 9 13 11 10 2 24 22
ENSG00000238161 0 0 0 0 0 0 0 0 0
ENSG00000238164 63 92 70 44 90 56 79 119 90
ENSG00000238165 3 1 0 1 2 0 1 5 0
ENSG00000238168 7 7 1 0 1 7 1 5 4
ENSG00000238171 0 0 0 0 7 0 0 0 0
ENSG00000238172 0 0 0 5 0 0 0 0 0
ENSG00000238180 0 0 0 0 0 0 0 0 0
ENSG00000238181 0 0 0 0 0 0 0 1 1
ENSG00000238184 2 9 3 0 9 0 3 4 4
ENSG00000238188 3 0 0 0 0 0 2 2 1
ENSG00000238197 85 129 137 64 212 47 157 187 117
ENSG00000238198 2 1 2 0 2 1 6 6 0
ENSG00000238199 0 0 0 0 0 0 0 0 0
ENSG00000238201 40 14 7 44 7 0 2 12 0
ENSG00000238205 0 0 2 0 0 0 0 0 0
ENSG00000238207 0 0 0 0 0 0 0 0 0
ENSG00000238210 0 0 0 0 0 0 0 0 0
ENSG00000238217 0 13 2 0 4 2 0 1 0
ENSG00000238220 0 0 0 0 0 0 0 0 0
ENSG00000238221 0 0 2 0 0 0 0 1 0
ENSG00000238222 0 0 1 0 0 0 0 1 0
ENSG00000238227 173 234 352 246 418 293 278 490 290
ENSG00000238228 0 9 0 4 2 1 5 0 1
ENSG00000238231 0 7 0 0 1 0 5 3 0
ENSG00000238241 0 14 1 0 11 0 0 0 7
ENSG00000238243 31 13 28 17 1 19 6 10 2
ENSG00000238244 2 0 0 0 0 0 0 0 0
ENSG00000238245 0 0 0 0 0 2 0 0 0
ENSG00000238246 3 2 5 2 3 0 1 3 3
ENSG00000238247 1 0 1 0 0 0 0 0 0
ENSG00000238251 0 0 0 0 1 0 0 1 0
ENSG00000238258 3 0 0 0 0 0 0 0 0
ENSG00000238259 0 0 3 0 1 0 2 9 0
ENSG00000238266 0 0 0 10 11 0 15 22 0
ENSG00000238269 0 0 0 0 0 0 0 0 0
ENSG00000238273 0 0 1 7 0 0 0 7 0
ENSG00000238276 3 0 0 0 0 0 0 0 0
ENSG00000238277 0 0 0 0 0 0 0 0 0
ENSG00000238279 0 3 1 0 1 0 0 4 0
ENSG00000238280 0 0 0 0 0 0 0 0 0
ENSG00000238285 0 1 0 3 0 0 2 0 0
ENSG00000238286 0 7 4 5 2 0 3 3 1
ENSG00000238287 0 3 1 0 5 0 5 4 1
ENSG00000238288 0 2 0 0 0 0 0 1 1
ENSG00000238290 0 0 0 1 0 0 0 1 0
ENSG00000238324 0 0 1 0 0 0 0 0 1
ENSG00000238363 0 1 0 7 0 0 0 0 0
ENSG00000238622 83 144 146 729 373 143 257 361 310
ENSG00000238650 0 0 0 4 0 0 0 2 0
ENSG00000238723 7 0 1 3 4 2 0 2 3
ENSG00000238741 99 211 148 238 311 175 256 264 300
ENSG00000238755 0 0 0 0 0 1 0 0 0
ENSG00000238793 0 0 0 1 0 0 0 0 0
ENSG00000238795 117 167 127 311 275 205 189 205 220
ENSG00000238825 0 2 3 0 1 0 0 0 0
ENSG00000238835 1 0 0 2 1 1 0 3 0
ENSG00000238886 0 0 0 1 0 0 0 0 1
ENSG00000238912 2 2 4 2 4 0 0 0 1
ENSG00000238917 61 155 107 206 166 61 95 213 90
ENSG00000238961 2 2 2 13 5 0 3 1 5
ENSG00000239002 1242 1944 1277 3940 2244 2561 2287 2492 2518
ENSG00000239039 0 0 1 2 0 0 2 0 2
ENSG00000239183 0 1 0 3 0 0 1 3 0
ENSG00000239201 0 0 0 0 0 0 0 0 0
ENSG00000239202 0 0 0 2 0 0 0 0 1
ENSG00000239203 0 3 1 0 3 3 4 2 9
ENSG00000239207 3 23 18 1 7 15 13 13 14
ENSG00000239213 55 22 71 51 40 44 34 64 60
ENSG00000239215 0 0 0 0 5 0 0 0 2
ENSG00000239218 0 0 0 0 1 0 0 1 0
ENSG00000239219 24 20 6 1 2 7 9 4 3
ENSG00000239221 0 0 0 0 0 0 0 0 2
ENSG00000239246 8 5 6 30 23 3 5 19 1
ENSG00000239247 0 0 0 0 0 0 0 0 0
ENSG00000239254 0 0 0 0 0 0 0 0 0
ENSG00000239257 4 15 0 0 11 1 11 0 0
ENSG00000239263 3 3 3 4 3 2 0 1 0
ENSG00000239264 358 275 304 264 275 1200 200 609 220
ENSG00000239272 0 0 1 0 0 1 0 0 1
ENSG00000239280 8 4 3 3 8 0 3 6 3
ENSG00000239282 7 29 30 9 24 12 17 36 36
ENSG00000239291 10 21 6 7 29 1 15 17 10
ENSG00000239300 1 1 0 0 0 0 1 0 0
ENSG00000239305 137 198 223 149 161 75 173 264 205
ENSG00000239306 419 288 523 247 505 266 334 484 347
ENSG00000239322 0 2 0 0 0 0 0 0 0
ENSG00000239332 0 2 1 0 0 0 0 0 0
ENSG00000239335 0 0 1 0 1 0 1 3 7
ENSG00000239345 0 0 0 0 1 1 1 0 0
ENSG00000239351 24 26 12 4 33 5 18 16 7
ENSG00000239374 0 1 0 2 0 0 0 1 3
ENSG00000239382 42 37 46 48 66 47 97 113 57
ENSG00000239388 32 37 24 4 35 15 35 44 23
ENSG00000239389 0 0 0 0 0 0 0 0 0
ENSG00000239392 2 1 0 6 1 0 1 2 5
ENSG00000239393 0 0 0 0 0 0 0 0 0
ENSG00000239396 0 0 1 1 0 0 0 0 0
ENSG00000239402 0 0 0 0 0 0 0 0 0
ENSG00000239405 4 0 0 0 2 0 0 8 0
ENSG00000239407 6 23 6 11 10 7 3 16 9
ENSG00000239415 3 15 4 7 11 2 7 8 3
ENSG00000239435 0 0 0 1 2 0 0 0 0
ENSG00000239437 0 1 1 0 0 0 0 2 4
ENSG00000239440 0 0 0 0 0 2 0 0 0
ENSG00000239445 20 5 13 5 2 3 0 3 6
ENSG00000239453 2 1 2 0 2 0 0 0 1
ENSG00000239455 1 0 3 1 1 0 0 3 1
ENSG00000239465 4 7 2 12 11 0 6 1 0
ENSG00000239466 0 2 6 0 3 0 1 7 0
ENSG00000239467 0 0 3 0 0 0 0 0 0
ENSG00000239470 0 2 0 0 0 0 0 0 0
ENSG00000239474 0 0 0 0 0 0 1 4 0
ENSG00000239480 0 0 0 0 0 0 2 1 1
ENSG00000239483 0 2 4 3 6 4 1 2 0
ENSG00000239494 0 1 1 0 3 0 0 0 1
ENSG00000239503 21 14 34 2 9 3 17 21 8
ENSG00000239508 0 0 0 0 0 0 0 0 0
ENSG00000239510 0 0 0 0 0 0 0 0 0
ENSG00000239516 0 0 0 0 0 0 0 0 0
ENSG00000239521 45 57 70 40 46 23 46 90 62
ENSG00000239523 5 16 1 4 18 7 17 27 14
ENSG00000239544 0 3 0 0 0 0 0 0 0
ENSG00000239552 0 0 0 0 1 0 2 4 0
ENSG00000239556 0 11 2 6 5 3 0 0 7
ENSG00000239557 15 6 5 15 7 0 8 29 4
ENSG00000239559 0 0 0 0 3 1 0 1 1
ENSG00000239560 0 0 1 0 0 0 0 1 0
ENSG00000239569 5 4 8 24 4 0 17 21 12
ENSG00000239570 0 0 0 0 0 0 0 4 0
ENSG00000239571 0 0 0 0 0 6 0 11 0
ENSG00000239572 0 0 0 0 0 0 0 0 0
ENSG00000239590 0 0 0 2 0 0 0 0 0
ENSG00000239593 1 5 5 0 0 4 2 2 7
ENSG00000239605 4 9 0 5 20 3 5 9 1
ENSG00000239607 0 0 0 0 0 0 0 1 3
ENSG00000239608 0 0 0 0 3 0 0 4 0
ENSG00000239617 0 0 0 0 0 0 0 0 0
ENSG00000239626 0 0 2 6 0 0 2 8 0
ENSG00000239636 17 35 34 44 44 20 43 87 27
ENSG00000239642 0 0 3 0 0 0 1 1 3
